0.993,0.981
0.96,0.942
0.71,0.668
0.956,0.951
0.963,0.951
0.894,0.918
0.933,0.902
0.901,0.922
0.995,0.974
0.91,0.912
0.99,0.998
0.04,0.991
0.996,0.996
0.999,1
0.822,0.904
0.989,0.996
0.989,0.992
0.015,0.481
0.755,0.964
0.988,0.996
0.99899,0.99696
0.973,0.999
0.64644,0.80443
0.98467,0.97416
