0.4464,0.9825,0.89233,0.99398
0.37071,0.92657,0.83052,0.95288
0.40941,0.92387,0.84057,0.96453
0.38456,0.93769,0.8329,0.96029
0.38336,0.958,0.83296,0.97981
0.33867,0.92521,0.79647,0.94101
0.37967,0.94563,0.86861,0.96957
0.32896,0.91336,0.8246,0.94929
0.44261,0.98435,0.8949,0.99713
0.35916,0.91828,0.83363,0.942
0.31613,0.97809,0.79809,0.99191
0.30005,0.97055,0.80405,0.9943
0.30861,0.95481,0.80876,0.99268
0.29154,0.9438,0.80592,0.9926
0.29271,0.91147,0.76786,0.95767
0.25948,0.98103,0.70222,0.98498
0.23907,0.96211,0.69148,0.987
0.2194,0.71095,0.62023,0.75698
0.23862,0.90553,0.68354,0.96164
0.25988,0.95934,0.67132,0.97533
0.2901,0.99763,0.8915,0.99924
0.3892,0.99824,0.8374,0.99964
0.31061,0.91792,0.87805,0.93668
0.6421,0.98158,0.95951,0.9883
