0.20181,0.021243,0.02203,0.0075
0.28281,0.0714,0.17671,0.0275
0.14213,0.017134,0.022586,0.005
0.31843,0.05832,0.13258,0.045
0.31812,0.08549,0.086512,0.019167
0.405,0.13899,0.18658,0.085
0.27662,0.091435,0.10995,0.016667
0.31853,0.090734,0.15946,0.036667
0.12808,0.031923,0.033846,0.0091667
0.29236,0.097712,0.13649,0.0425
0.67577,0.017001,0.088646,0.0016667
0.67657,0.016369,0.086996,0.00083333
0.68027,0.013901,0.091266,0
0.67587,0.014568,0.082853,0.00083333
0.67333,0.02422,0.1205,0.014167
0.7029,0.080139,0.12288,0.0033333
0.70118,0.077316,0.11354,0.0058333
0.70258,0.078245,0.11818,0.00083333
0.70665,0.07973,0.12087,0
0.70167,0.094796,0.15799,0.060833
0.16458,0.051702,0.034037,0.002
0.6779,0.013358,0.091985,0
0.44637,0.36894,0.35915,0.36
0.13675,0.088617,0.077158,0.08
