0.74,0.77
0.6,1.21
0.86,1.25
0.67,1.68
0.8,1.97
1.02,1.18
0.89,1.53
0.95,2.57
1.11,0.85
0.9,2.73
0.29,0.47
0.5,0.35
0.68,0.12
0.51,0.35
0.25,1.42
-0.04,0.2
0.47,0.53
0.62,0.08
0.61,0.23
0.58,2.49
0.91,1.9
0.56,0.2
-0.07,0.63
2.29,5.95
