0.996,1,1,0.97957,1,1
0.87052,1,1,0.73902,1,1
0.97388,1,1,0.9695,1,1
0.87796,1,1,0.71895,1,1
1,1,1,0.999,1,1
1,1,1,0.9995,1,1
